title,address,price,price-addition,description,left-side (2),ownership,urgent-label
"Дом, 3-комн., 30 м2, 20 соток","Бишкек, Киргизия 1 ж/м, Кожомкулова",$ 1 046 193,91 500 000 сом,"Продается отличный участок 20 соток с новым одноэтажным кирпичным домом и старым домом под снос в престижном районе в верхней части города в Киргизии-1. Имеется сад с молодыми плодоносящими деревьями. Участок имеет удобный подъезд, улица широкая, центральные коммуникации, теплый пол, 3 фазы. Подходи...",1455,N/T,N/T
"Дом, 3-комн., 70 м2, 5 соток","Бишкек, Алтын-Ордо ж/м, Алтын-Ордо 8-я",$ 135 834,11 880 000 сом,"Продается дом в жилмассиве Алтын-Ордо, расположенный вдоль улицы Анкара. Это отличная возможность для инвесторов или семей, которые хотят создать жилье в удобном и развивающемся районе города. Основные особенности: Недостроенный дом: Дом еще на стадии строительства, что предоставляет покупателю ги...",1955,N/T,N/T
"Дом, 5-комн., 120 м2, 4.9 сотки","Бишкек, Матросова, Суванбердиева",$ 397 439,34 760 000 сом,"Продается уникальный дом в центре города, расположенный на угловом участке на пересечении улиц Бектенова и Суванбердиева. Это идеальный вариант для тех, кто ценит стиль, удобство и престижное местоположение. Основные характеристики: Местоположение: Центр города, пересечение двух центральных улиц. ...",1893,N/T,N/T
"Дом, 3-комн., 66 м2, 0.9","Бишкек, Чуй - Алматинка, Абдумомунова",$ 69 426,6 072 000 сом,"Продаётся трехкомнатный барачный дом с евроремонтом, расположенный по адресу: Восток 5, Торокула Айтматова / Токтоболота (Карпинка). Дом недавно обновлён с использованием современных материалов и выполнен в стиле евроремонт, что создаёт комфортные условия для проживания. Просторные комнаты, качестве...",3668,N/T,N/T
"Дом, 6 и более комнат, 150 м2, 8 соток","с. Ленинское, Алматинская 247",$ 220 000,19 241 200 сом,N/T,1347,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 61.1 м2, 6 соток","Бишкек, Аламединский рынок, Печерский пер.",$ 186 371,16 300 000 сом,"Продается дом в районе Аламединского рынка, расположенный на участке 6 соток. На участке находятся два дома: основной площадью 61 м² и времянка 26 м², а также хозяйственные постройки и баня. Основной дом оснащен комбинированным отоплением (газ и твердое топливо) и состоит из 5 жилых комнат, удобной...",1292,N/T,N/T
"Дом, 3-комн., 37 м2, 3 сотки","Бишкек, Рабочий Городок, Беговой пер.",$ 85 525,7 480 000 сом,"Продается старый дом. Можно под снос. Участок находится в Рабочем городке, по пер.Беговой. Участок общей мерой 3 сотки, по документам 2.63сотки. На участок проведен газ, центральное водоснабжение, канализация. Удобно для постройки частного дома, детского сада, медицинского центра. Участок распол...",3560,N/T,N/T
"Дом, 5-комн., 120 м2, 4 сотки","Бишкек, с. Новопавловка",$ 145 000,12 681 700 сом,"🏡 Продаю новый дом в Новопавловке! Абсолютно новый и шикарный дом в отличной локации — тихий, благоустроенный район с развитой инфраструктурой. ✨ Характеристики: Общая площадь: 120 кв.м Участок: 3.55 соток Все коммуникации: свет, вода, газ, канализация Озеленённая территория Нав...",7,N/T,N/T
"Дом, 6 и более комнат, 510 м2, 14 соток","Бишкек, Лебединовка, Победы пр-т",$ 654 013,57 200 000 сом,"Продается дом на участке 14 соток, расположенный по первой линии — отличное предложение для бизнеса! Этот просторный объект был изначально спроектирован под хостел и швейный цех, что открывает широкие возможности для коммерческого использования. Здание требует косметического ремонта, что позволяет б...",1468,N/T,N/T
"Дом, 5-комн., 200 м2, 6 соток","Бишкек, Советская - Скрябина, Садовый пер.",$ 352 161,30 800 000 сом,"Продаются 2 дома на одном участке. Район Медерова/Элебаева. 1 Собственник: Первый дом 1956 г. постройки, с ремонтом: в нем есть 3 комнаты(зал, 2 спальни), 1 сушилка, 1 кухня. Потолки в доме высокие, от 2,60 метров, стены кирпичные/саман, окна пластиковые, отопление газ. Второй дом 1972 года постройк...",1951,N/T,N/T
"Дом, 6 и более комнат, 217 м2, 3.7 сотки","Бишкек, Ак-Орго ж/м, Барпы Алыкулова",$ 115 710,10 120 000 сом,"Представляем вашему вниманию уникальный объект недвижимости — доходный дом с 12 отдельными квартирами-комнатами со своими удобствами, каждая из которых имеет свой технический паспорт. Расположен он на первой линии по улице Алыкулова , которая пересекается с ул .Льва Толстого — одном из проезжаемых у...",1777,N/T,N/T
"Дом, 5-комн., 209 м2, 8.3 соток","Бишкек, с. Кок-Джар, Алапаева",$ 367 254,32 120 000 сом,"Продается дом с участком 8,25 сот. в одном из востребованных районов города Бишкек! На участке фактически 2 дома: 2х этажный дом 2016 года постройки, в котором цокольный этаж жилой. На цокольном этаже есть жилая комната, кладовые комнаты, а также бойлерная. На 1м этаже находится жилая комната, сануз...",1481,N/T,N/T
"Дом, 6 и более комнат, 342 м2, 3 сотки","Бишкек, Киргизия 1 ж/м, Чон-Арык",$ 452 778,39 600 000 сом,"Продаётся трёхэтажный таунхаус с цокольным этажом в элитном районе Ынтымак Участок: 3 сотки Ориентир: Эко-школа Данек, Царское село О доме: ✔ Кирпичный дом, построен в 2023 году ✔ Дом сдан в эксплуатацию, документы (Техпаспорт, Красная книга) ✔ Качественный и дорогой ремонт ✔ Коммуникации: Центра...",2027,N/T,N/T
"Дом, 5-комн., 127 м2, 4.64 сотки","Бишкек, КНУ, Ташкентская",$ 301 852,26 400 000 сом,"Продается дом с отличным расположением , Ташкентская /Жибек Жолу . Участок площадью 4 сотки. Площадь дома 130 квадратных метров и незаконченный зал на втором этаже, если закончить будет больше по квадратуре . Имеются пристройки , продуктовый магазин по первой линии (сдают в аренду ежемесячно 20000т...",1923,N/T,N/T
"Дом, 6 и более комнат, 250 м2, 4 сотки","Бишкек, Арча-Бешик ж/м",$ 470 000,41 106 200 сом,"Продаю! Дом 4 сот., 250м2, кирпич, Киргизия-1 – 470 т.$ Лучшее предложение в этом районе! Участок 4 сотки, есть Красная книга Правильной прямоугольной формы – 14х29 Центральная канализация, отопление газ + электричество! Ориентир – Посольство США, посольство КНР Подойдет для большой семьи в ...",262,N/T,N/T
"Дом, 4-комн., 117.36 м2, 8 соток","Бишкек, Ак-Босого ж/м, Берекет",$ 98 605,8 624 000 сом,"Продается четырехкомнатный дом в районе Ак Босого! Прекрасный, тихий и зеленый район для комфортного проживания. Удобное местоположение с отличной транспортной развязкой, рядом все необходимое для жизни, и многое другое — все в шаговой доступности. Особенности дома: Дом светлый и теплый, с качествен...",1402,N/T,N/T
"Дом, 4-комн., 46 м2, 2.5 сотки","Бишкек, Пишпек ж/м, Тимура Фрунзе",$ 100 617,8 800 000 сом,"Продается уютный барачный дом на первой линии по улице Тимура Фрунзе. Дом в хорошем состоянии, с аккуратным ухоженным участком. Все коммуникации центральные: газовое отопление, центральная канализация. В доме установлен санузел, что добавляет удобства. Пластиковые окна обеспечивают хорошую теплоизол...",1422,N/T,N/T
"Дом, 3-комн., 164 м2, 8 соток","с. Беш-Кунгей, Мыктыбек уулу Сарбагыш",$ 231 420,20 240 000 сом,"Продается большой дом в селе Беш-Күнгей с просторным участком. Отличное расположение – первая линия возле дороги, идеально подойдет для бизнеса. Участок позволяет реализовать коммерческие проекты или комфортное жилье. Удобный подъезд, развитая инфраструктура. Все коммуникации. Дом создан для тех, кт...",1155,N/T,N/T
"Дом, 4-комн., 60 м2, 10 соток","Бишкек, Токольдош ж/м, Кийизбаевой",$ 362 223,31 680 000 сом,"Продается дом с участком 10 соток. Расположение идеальное для бизнеса по улице Кийизбаевой, в 150 метрах от улицы 7 Апреля. Развитая инфраструктура, в шаговой доступности: школы, детские сады, рынок Мадина, аптеки, салон красоты. Остановки общественного транспорта в любую точку города. Коммуникации...",884,N/T,N/T
"Дом, 4-комн., 72.9 м2, 4.2 сотки","Бишкек, Тоголок-Молдо - БЧК, Исанова",$ 135 834,11 880 000 сом,"Продаю дом из четырех комнат в Первомайском районе. Газ, вода, канализация центральные Электроснабжение - 3 фазы Дом полностью утеплен На территории имеется: 1. Благоустроенная отапливаемая летняя кухня, с отдельным санузлом, площадью 22,2 кв.м. 2. Два сарая и открытая мастерская 3. Вольер для птицы...",1886,N/T,N/T
"Дом, 4-комн., 80 м2, 4 сотки","Бишкек, Айкол (с. Лебединовка), Бакай",$ 77 475,6 776 000 сом,"Продаю дом в жил массиве Ай Кол с. Лебединовка. Район тихий, есть детские сады, асфальтированные дороги, удобные подъездные пути. Летом прохладно в доме, зимой очень тепло. Дом построен из саманного кирпича, просторные комнаты, косметический ремонт, все удобства есть. Участок правильной формы, есть ...",2176,N/T,N/T
"Дом, 4-комн., 155 м2, 5 соток","Бишкек, Кызыл-Аскер ж/м, Северная",$ 260 119,22 750 000 сом,"Продается просторный и уютный четырехкомнатный дом в одном из лучших районов – Чон-Арык! Этот дом сочетает в себе комфорт, удобство и прекрасную атмосферу для жизни. Площадь дома – 155 м², что дает достаточно места для комфортного проживания всей семьи. Участок – просторный двор с многолетними еля...",1154,N/T,N/T
"Дом, 3-комн., 86.9 м2, 4.1 сотки","Бишкек, Учкун ж/м, Огонбаева Жылдызбека",$ 87 537,7 656 000 сом,"Предлагается на продажу танхаус в классическом советском исполнении, расположенный в тихом и зеленом районе города. Этот дом — отличное сочетание функциональности и комфортного проживания для семьи. Дом расположен в экологически чистом районе с удобной транспортной доступностью. В нескольких мину...",2718,N/T,N/T
"Дом, 3-комн., 40.8 м2, 4.4 сотки","Бишкек, Горького - Панфилова, Темирова",$ 196 661,17 200 000 сом,"Продается отличный участок 4,4 соток с домом в центре города, район Панфилова / Горького, рядом с бизнес-центром Аврора. Центральные коммуникации, газовое отопление, теплый пол. Дом саманный, теплый, можно жить или снести. Участок правильной формы 19х23, прекрасно подходит для реализации современног...",2257,N/T,N/T
"Дом, 3-комн., 103 м2, 22 сотки","с. Арашан, Молдобек уулу Асанбека",$ 332 038,29 040 000 сом,"Продается участок 22 сотки квадратной формы с домом 103 м2. Объект находится в одном из живописных мест, вблизи нашего города, село Арашан, что в 15 км от центра. Одно из самых популярных мест для проживания и отдыха. Участок сквозной, выходит на обе улицы. 3х комнатный дом, косметический ремонт, в ...",1249,N/T,N/T
"Дом, 5-комн., 380 м2, 4 сотки","Бишкек, Кок-Жар ж/м",$ 550 000,48 103 000 сом,"🔥 ШИКАРНЫЙ ОСОБНЯК В КОК-ЖАР 🔥 ✅ 380 м² с дизайнерским ремонтом ✅ Участок 4 сотки ✅ Полностью меблирован ✅ Центральные коммуникации ✅ 5-камерные окна ✅ Лестница из натурального камня 🏡 Планировка: 1️⃣ этаж: кухня, гостиная, санузел, большой зал 2️⃣ этаж: 3 спальни, холл, санузел 🌳 Ух...",864,N/T,N/T
"Дом, 6 и более комнат, 320 м2, 5 соток","Бишкек, Ак-Орго ж/м",$ 730 000,63 845 800 сом,"🏡 В ПРОДАЖЕ НОВЫЙ ДОМ 📍 г. Бишкек, ж/м Ак-Орго район нового городка ROYAL CENTRAL PARK 📐 Общая площадь — 320 м² 🌿 Участок — 5 соток 🛏 Комнат — 5 + рабочий кабинет 🏠 1 этаж: просторная гостиная, кухня-столовая, спальня 🏠 2 этаж: 3 спальни, кабинет 📆 2025 год постройки 🏗 Кирпичный дом 🧱 Утеплён ба...",759,N/T,N/T
"Дом, 6 и более комнат, 400 м2, 5 соток","Бишкек, Ак-Орго ж/м",$ 870 000,76 090 200 сом,"Продаётся современный дом с бассейном и зимним садом! Элитный дом 2025 года постройки в ж/м Ак-Орго — один из самых перспективных и развивающихся районов Бишкека! 📐 400 м² | 5 соток | 6 комнат Просторная планировка: гостиная, кухня-столовая, 4 спальни, зимний сад. Современный дизайнерский ремонт, д...",962,N/T,N/T
"Дом, 6 и более комнат, 246.83 м2, 19.7 соток","с. Кой-Таш, Сегизбай у.Кенеш",$ 452 778,39 600 000 сом,"Продается уютная дача на земельном участке площадью 19,7 соток, расположенная в живописном районе всего в 50-100 метрах от центральной трассы. На участке расположен просторный дом площадью 250 кв.м, который идеально подходит как для постоянного проживания, так и для отдыха. Дом и удобства: Дом обор...",1817,N/T,N/T
"Дом, 6 и более комнат, 300 м2, 5 соток","Бишкек, Арча-Бешик ж/м",$ 460 000,40 231 600 сом,"🏡 В ПРОДАЖЕ: ЭЛИТНЫЙ ДОМ В ЦАРСКОМ СЕЛЕ Локация: ул. Тыналиева / Абдрахманова Двухэтажный дом с цоколем в одном из самых престижных районов Бишкека — Царское Село. Дом полностью готов к проживанию подключены все коммуникации, благоустроенный участок. 📐 ХАРАКТЕРИСТИКИ: • Общая площадь: 300 м² •...",681,N/T,N/T
"Дом, 4-комн., 76 м2, 8 соток","Бишкек, Чуй - Алматинка, Пионерская",$ 342 099,29 920 000 сом,"Продается уютный дом в районе ТЭЦ, расположенный на участке площадью 8 соток (по факту 10 соток), что дает дополнительные возможности для использования территории. Участок выходит на две улицы, обеспечивая удобный подъезд и возможность организации парковки. На территории имеется гараж, что обеспечит...",1475,N/T,N/T
"Дом, 6 и более комнат, 200 м2, 12 соток","Иссык-Кульская область, Каракол, Масалиева",$ 480 000,41 980 800 сом,"Продаётся готовый Гостевой Дом в Караколе — удачное вложение и стабильный доход 📍 Расположение: Город Каракол, первая линия по ул. Масалиева — одна из самых проездных и удобных улиц. До центра города — 5 минут, улица сквозная, с двумя выездами на разные стороны. 📌 До горнолыжной базы “Каракол” — вс...",1134,N/T,N/T
"Дом, 6 и более комнат, 400 м2, 6 соток","Бишкек, Карла Маркса",$ 650 000,56 849 000 сом,"🔥 Трёхуровневый особняк премиум-класса в сердце Бишкека — ул. Бектенова, первая линия (ориентир — посольство Южной Кореи) 📐 Площадь дома: 400 м² 🌿 Участок: 6 соток фактически (4 сотки по документам) | Утеплённые стены — два кирпича 🏡 Планировка: • 6 просторных комнат + кабинет • 4 санузла внутри до...",840,N/T,N/T
"Дом, 6 и более комнат, 300 м2, 4 сотки","Бишкек, Кара Дарыя",$ 429 000,37 520 340 сом,"🏡 Новый двухэтажный дом в престижном районе — ул. Шукурова (Ахунбаева / Карла Маркса) Представляем вашему вниманию современный, просторный дом с идеальной планировкой и качественной отделкой — для тех, кто ищет комфорт, стиль и надёжность! 📐 Площадь: 300 м² 🌳 Участок: 4 сотки (государственный акт)...",952,N/T,N/T
"Дом, 6 и более комнат, 550 м2, 5.6 соток","Бишкек, VEFA",$ 1 500 000,131 190 000 сом,"🏡 Эксклюзив. Закрытая продажа резиденции в центре города 📍 Ул. Советская / Горького — престижное расположение, премиальный жилой сектор Предлагается к продаже уникальный особняк площадью 550 м² на 5,7 сотках земли (Красная книга) — объект редкой приватности, уюта и статуса. Дом, сочетающий в себе п...",1417,N/T,N/T
"Дом, 4-комн., 107 м2, 10 соток","с. Арашан, Молдобек уулу Асанбека",$ 110 050,9 625 000 сом,"Продается участок в дачном поселке Арашан! Предлагается на продажу отличный участок правильной формы, расположенный в живописном дачном поселке. Площадь участка составляет 10 соток, что дает простор для воплощения любых строительных идей. На территории участка уже имеется дом, который можно исполь...",1395,N/T,N/T
"Дом, 6 и более комнат, 400 м2, 9 соток","Бишкек, Ала-Арча ж/м",$ 1 200 000,104 952 000 сом,"Дом вашей мечты в элитном коттеджном городке Ала-Арча 1! Прекрасное предложение для тех, кто выбирает комфорт, безопасность и роскошный стиль жизни. Просторный дом площадью 400 м² на участке 9 соток расположен в одном из самых престижных и охраняемых районов города. Особенности дома: — Две простор...",1830,N/T,N/T
"Дом, 4-комн., 250 м2, 4 сотки","Бишкек, Ала-Арча ж/м",$ 950 000,83 087 000 сом,"🏡 Продаётся элегантный таунхаус в коттеджном городке «BRAVO» ⸻ ✨ Основные характеристики: • Площадь дома: 250 м² • Участок: 4,5 сотки • Этажность: 2 уровня + тёплый гараж • Ремонт: авторский дизайн, премиальные материалы • Мебель и техника: итальянская мебель, бытовая техника премиум-класса ...",1813,N/T,N/T
"Дом, 4-комн., 250 м2, 3 сотки","Бишкек, Ала-Арча ж/м",$ 850 000,74 341 000 сом,"Продаётся таунхаус в VIP-городке «Bravo» – комфорт, безопасность и престиж в одном месте! 📍 Локация: Орто-Сай, VIP-городок «Bravo» – элитное место для тех, кто ценит качество жизни. 🔹 Площадь: 250 м² 🔹 Участок: 3 сотки 🔹 Сдача: Будет с ремонтом (готовность 70%) 🔹 Гараж: на 2 автомобиля 🌟 Преимуще...",1580,N/T,N/T
"Дом, 6 и более комнат, 632 м2, 7 соток","Бишкек, с. Орто-Сай",$ 1 250 000,109 325 000 сом,"Продается 2 этажный особняк в VIP городке Сары Озон Локация: Особняк расположен в с. Орто сай в коттеджном охраняемом VIP городке Сары озон О доме: • 2 этажный дом площадью 632 м2 с участком 7 соток • Коммуникации центральные, отопление комбинированное • Свежий ремонт",9016,N/T,N/T
"Дом, 6 и более комнат, 650 м2, 8 соток","Бишкек, Ала-Арча ж/м",$ 1 700 000,148 682 000 сом,"Продаётся особняк в VIP городке Bravo light Локация: Село Орто-Сай VIP городок ”Bravo Light”- это тщательно продуманный проект для тех, кто ценит высокий уровень комфорта и качество жизни. О доме: • Площадь дома: 650 м2 • Площадь участка: 8 соток • Сдача: Сдан ПСО • Гараж на 2 авто • Отдельный в...",8820,N/T,N/T
"Дом, 6 и более комнат, 550 м2, 16 соток","Бишкек, Арча-Бешик ж/м",$ 1 450 000,126 817 000 сом,"Продаётся особняк в престижном районе с бассейном Локация: Бишкек, Магистраль / Бакаева. В районе китайского посольства О доме: • Дом: кирпичный, 2010 г. • Кол-во этажей: 1 • Площадь: 550 м2 • Площадь участка: 16 соток • Состояние: евроремонт • Безопасность: сигнализация, охрана, ви...",10088,N/T,N/T
"Дом, 5-комн., 331 м2, 9.7 соток","с. Таш-Добо, Кооперативная",$ 331 580,29 000 000 сом,"Просторный коттедж в Таш-Дебе – идеальный выбор для комфортной жизни за городом. Предлагается к продаже стильный и уютный коттедж, расположенный в живописном районе Таш-Дебе. Этот дом – отличное решение для тех, кто ценит спокойствие и уединение, но при этом не хочет терять связь с городской инфраст...",2590,N/T,N/T
"Дом, 5-комн., 350 м2, 12 соток","Бишкек, Ала-Арча ж/м",$ 1 200 000,104 952 000 сом,"Продаётся дом в VIP городке ""Bravo"" Локация: Дом расположен в с. Орто сай в закрытом вип городке Bravo О доме: • Общая площадь : 350 кв.м • Общая площадь участка : 12 соток • Этажность: 2 этажа • Состояние: С ремонтом • Закрытый вип городок • Частная территория , безопасность 24 ч...",8735,N/T,N/T
"Дом, 6 и более комнат, 271 м2, 6 соток","Бишкек, Ала-Арча 3",$ 465 000,40 668 900 сом,"Продаётся 2-х этажный дом в Ала арча 3 Локация: Дом расположен в с. Орто сай, Ала арча 3 О доме: • Площадь: 271 м2 • Участок: 6 соток, красная книга • Дом 2012 года подстройки, кирпичный • 2 этажный дом + цокольный этаж. • 6 комнат. 1-ый этаж: гостевая спальня, зал, кухня столовая ...",5351,N/T,N/T
"Дом, 5-комн., 100 м2, 4.2 сотки","с. Беш-Кунгей, ктр толкуну дачный поселок 10",$ 185 000,16 180 100 сом,"Продается дом в с.Беш-Кунгей, ул.КТР Толкуну дачный поселек 10. Дом с хорошим ремонтом, есть все для проживания. На участке расположен большой сад, где есть яблоня, персик, слива и смородина. Если вдруг выключат воду есть свой колодец(не питьевой). Внутри дом оснащен мебелью.",262,N/T,N/T
"Дом, 4-комн., 250 м2, 3 сотки","Бишкек, Ала-Арча ж/м",$ 850 000,74 341 000 сом,"Продается таунхаус в вип городке Браво Локация: Село Орто-Сай VIP городок ”Bravo”- это тщательно продуманный проект для тех, кто ценит высокий уровень комфорта и качество жизни О таунхаусе: • Площадь: 250 м2 • Площадь участка: 3 сотки • Сдача: С ремонтом Для жильцов VIP городка предусмотрено:...",4643,N/T,N/T
"Дом, 6 и более комнат, 248 м2, 85 соток","Иссык-Кульская область, Чолпон-Ата, Айтматова",$ 855 248,74 800 000 сом,"Уважаемые Покупатели, представляю Вашему вниманию действующий бизнес в Чолпон-Ате, 30 метров от Береговой Линии. Идеальное место под ресторанный комплекс или развлекательный центр. Все коммуникации проведены. Имеется две скважины (одна поливочная, одна артезианская), собственный частный ВВЛ. Берегов...",5404,N/T,N/T
"Дом, 6 и более комнат, 300 м2, 10 соток",с. Байтик,$ 950 000,83 087 000 сом,СРОЧНО Продаётся 2-х этажный загородный дом премиум класса в посёлке «Салкын тор» (Green Hills) в селе Байтик от СК «Авангард стиль» О резиденции: Загородные резиденции Салкын тор – это подлинное олицетворение лаконичности и аристократического благородства английской архитектуры с максималь...,2298,N/T,N/T
"Дом, 6 и более комнат, 250 м2, 6 соток",с. Таш-Добо 27,$ 380 000,33 234 800 сом,"Продается новый достроенный одноэтажный дом под ПСО. Построен был в 2024 году. Дом из себя представляет одноэтажное строение ЖБ монолит каркасного типа с сейсмопоясом, стены в 1.5 кирпича, также ЖБ монолитный потолок. Дом полностью утеплён базальтовым волокном и имеет высокий процент КПД по теплоиз...",127,СОБСТВЕННИК,N/T
"Дом, 3-комн., 127 м2, 6 соток","Бишкек, Лебединовка, Победы пр-т",$ 155 957,13 640 000 сом,"Продаётся дом + бизнес, земельный участок. В районе ресторана Дияр по Жибек Жолу, назначение под строительство индивидуального дома. Центральные коммуникации, отопление – твердое, газ проходит по участку, септик 9 кубов, 3 фазки. На участке есть дом пригодный для жилья, а также квартирный домик под ...",3769,N/T,N/T
"Дом, 6 и более комнат, 295.45 м2, 8 соток","Бишкек, с. Кок-Джар, Иманбек уулу Акылбек",$ 553 396,48 400 000 сом,"Продается в востребованном и спальном районе отличный особняк. Воздух в этом районе чистый, летом свежо, зимой чисто, смога нет. Сам дом был построен для себя, с душой. Все материалы были использованы качественные и дорогие. Очень много сил и стараний было вложено. В доме есть 2 зала, 2 кухни, 4...",4231,N/T,N/T
"Дом, 5-комн., 145.7 м2, 2.3 сотки","Иссык-Кульская область, Чолпон-Ата, Айтматова",$ 166 019,14 520 000 сом,"Продается коттедж в Иссык-Кульской области. Коттедж находится в 100 м от чистейшего пляжа в близи города Чолпон Ата. Идеально ровное, песчаное дно, своя закрытая бесплатная парковка охраняемый закрытый пансионат, видеонаблюдение 24/7 В пешей доступности есть бассейны, сауны. В самом городе Чолпон-А...",3817,N/T,N/T
"Дом, 6 и более комнат, 220 м2, 6 соток","Бишкек, Баха, Кулназарова",$ 301 852,26 400 000 сом,"Продается Дом в одном из самых элитных районов нашего города! В Арча-Бешик!По очень выгодной цене, по сравнению с другими предложениями. Дом построен из красного кирпича, в отличном состоянии. Заходи и живи, на территории 6 соток. есть баня! 2 сан узла, джакузи! планировка дома продумана до мелочей....",1456,N/T,N/T
"Дом, 6 и более комнат, 240 м2, 2 сотки","Бишкек, Ак Кеме, Таланта Сагындыкова",$ 422 593,36 960 000 сом,"**Дюплекс премиум-класса в самом сердце города — Ваш новый уровень жизни** Мы рады представить вам уникальное предложение — дюплекс премиум-класса, расположенный в одном из самых престижных районов города, прямо напротив знаменитого торгового центра **Ала Арча**. Это не просто жилье — это настоящее...",1516,N/T,N/T
"Дом, 6 и более комнат, 410 м2, 6.2 соток","Бишкек, Карла Маркса, Бектенова",$ 700 320,61 250 000 сом,"Продается трехуровневый особняк в центре города. Уникальное предложение для ценителей роскоши и комфорта. Прекрасно расположенный особняк в самом сердце города, всего в нескольких шагах от главных исторических и культурных объектов. Особенности недвижимости: • Комнаты: Просторные светлые комнаты, 4 ...",1723,N/T,N/T
"Дом, 6 и более комнат, 250 м2, 8 соток","Бишкек, Пишпек ж/м, Ломоносова",$ 260 119,22 750 000 сом,"Предлагаем вашему вниманию уникальное предложение — участок площадью 8 соток с домом, расположенный в спокойном и зеленом районе города. Это идеальный вариант для тех, кто ищет уютное место для жизни или инвестиций. Район: Тихий, жилой, с удобным доступом к транспортной развязке и всей необходимой ...",1431,N/T,N/T
"Дом, 6 и более комнат, 350 м2, 7 соток","Бишкек, Ак-Орго ж/м, Кебрез",$ 402 470,35 200 000 сом,"Продается большой, просторный и в тоже время уютный дом в динамично развивающемся районе. 3х уровневый дом с облагороженным участком. Первый этаж состоит из большого гостевого зала, кухни и трех спален и санузла. Второй этаж состоит из трех спален и санузла. Цокольный этаж состоит из трех жилых комн...",4819,N/T,N/T
"Дом, 5-комн., 124.4 м2, 5 соток","Бишкек, Ак-Орго ж/м, Ак-Чолмок",$ 174 080,15 225 000 сом,"Продаётся дом, который находится в ж\м Ак-Орго. Участок размером 5 соток, но по факту 5,24 сотки. Материал стен 1,5 жжённого кирпича. Коммуникации все центральные. Хоз постройки: гараж, сарай Сан узел внутри дома Отопление газовое Установлен водяной тёплый пол, который находится на кухне и в сан.у...",8387,N/T,N/T
"Дом, 2-комн., 70 м2, 3 сотки","Бишкек, Золотой квадрат, чокморова 121А",$ 220 000,19 241 200 сом,"Актуально для СТРОИТЕЛЬНЫХ КОМПАНИЙ ! ! ! участки для строительства многоподъездного 12-15 этажного жилого дома! Смотреть ВНУТРИМЕНЯЮ часть благоустроенного дома 70 кв. м. : кухня, ванная с туалетом, Актуально для СТРОИТЕЛЬНЫХ КОМПАНИЙ ! ! ! участки для строительства многоподъездного 12-15 этажного...",4103,СОБСТВЕННИК,N/T
"Дом, 4-комн., 90 м2, 2.5 сотки","Бишкек, Достук м-н 77",$ 80 000,6 996 800 сом,N/T,1457,СОБСТВЕННИК,N/T
"Дом, 3-комн., 90 м2, 18 соток","с. Таш-Добо, Абыкан-Ата",$ 154 356,13 500 000 сом,"Продается участок земли в живописном районе Аламединского района, Таш-Дебенского административного округа, неподалеку от населенных пунктов Таш-Тобо и села Заречное. Расположение: Участок находится в окружении природной красоты, вдали от городской суеты, что делает его идеальным местом для строитель...",6498,N/T,N/T
"Дом, 6 и более комнат, 252.5 м2, 7 соток","с. Беш-Кунгей, Токсумакова Карыпбая",$ 348 159,30 450 000 сом,"Дом находится в экологически чистом районе, близ города Бишкек, а именно в с.Беш-Кюнгей. Рядом с центром отдыха Royal Fish (Аквапарк). Форма участка правильной формы: 44 * 16 м. Электрическое открывание ворот. На участке есть навес под машины. На заднем дворе располагается очоккана. И пару помещен...",4795,N/T,N/T
"Дом, 5-комн., 330 м2, 4.5 сотки","Бишкек, Горького - Панфилова, Ашхабадская",$ 422 593,36 960 000 сом,"Продается шикарный трех этажный особняк в центре города на пересечении улиц Кулатовв/Панфилова. Дом очень уютный, теплый, светлый, с просторными комнатами, с хорошим дорогим ремонтом, фасад из натурального камня, утеплен базальтовым волокном, лестница и подоконники из натурального гранита, во всем ...",4038,N/T,N/T
"Дом, 4-комн., 253 м2, 4 сотки","Бишкек, Магистраль, Абсамат Масалиев пр-т",$ 327 007,28 600 000 сом,"Продается двухэтажный дом в районе Южная магистраль и Тыналиева. Дом находится по первой линии, по Южной магистрали. Гараж на 3 парковочных места. Есть задний двор с печкой и беседкой. В доме 3 санузла, на первом этаже-1 санузел. На втором этаже - 2 санузла. Территория озеленена. Собственники стоят ...",5329,N/T,N/T
"Дом, 6 и более комнат, 86.3 м2, 6 соток","Бишкек, Нижний Токольдош, Карский пер",$ 110 679,9 680 000 сом,"Продается старый дом, на перспективу участок земли под строительство современного дома в центре нашего города, район выше мкр. Восток 5, Нижний Токольдош. Размер 40 метров на 15 метров, что полноценно подходит для большого дома с приусадебным участком. Центральное водоснабжение, природный газ, элект...",4500,N/T,N/T
"Дом, 2-комн., 71.9 м2, 8 соток","Бишкек, Арча-Бешик ж/м, 17-я",$ 211 525,18 500 000 сом,"Продаю добротный, уютный, очень теплый, светлы дом районе Арча-Бешик. Дом в хорошем состоянии, косметический ремонт. Участок хорошей формы 20 на 40. Во дворе пристроена летняя столовая и очок кана. Окна выходит восток и запад. Внутри дома есть сан узел с аристоном. Коммуникация; газ, электричество, ...",4527,N/T,N/T
